,job_title,company_name,location,workplace_type,job_posted,job_desc
663,ERP Business Analyst,Dice,"Orillia, ON",On-site,16 hours ago,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Washington Frank, is seeking the following. Apply via Dice today!Job DescriptionThe ERP Business Analyst works closely with users and managers to gather system requirements, document specifications and requirements, communicate to business teams, management and vendors. Responsible for systems and functional process documentation, application, user training, and primary support for ERP and MES applications to production departments.Role & ResponsibilitiesDocument business processes and workflows to develop a comprehensive requirements document for procurement and implementation of new ERP & MES platformDevelopment of ROI and business cases for ERP and MES solutions Continuous improvement of technology solutionsEnd user support of ERP and MES systemsAdministration of ERP and MES systemsSkills & Qualifications 3 years experience implementation and support of ERP systems in manufacturing Detailed knowledge of manufacturing processes; Bill of Material (BOM), Routings and production schedulingStrong technical knowledge of databases and reporting applications; MS SQL Server, Oracle, SQL, MS SSRSPlease APPLY NOW or contact me at to schedule a confidential discussion and receive some more information! provided by Dice"
664,Reporting Data Analyst - Power BI - InsightLens,InsightLens,"Toronto, ON",,1 week ago,"Company OverviewINSIGHTLENS delivers software and services to Financial Institutions which have hundreds or thousands of locations. For our customers, the retail footprint is a critical part of their customer’s total branded experience.Financial institutions use INSIGHTLENS to improve the speed, accuracy, and cost effectiveness of brand-related initiatives throughout their branch network. Using tailored software and data analytics, INSIGHTLENS significantly increases the speed of fixture rollouts, reduces the cost of renovation programs, and increases the accuracy of marketing distributions.To find out more, please visit us at www.InsightLens.comSummary Of PositionThe Reporting Analyst is responsible for utilizing various data applications, programming and visualization tools to provide insightful analysis and reports for Envision customers and stakeholders.The Reporting Analyst is also expected to coordinate various programs with vendors and customers, accumulate related data and update the corresponding sections in the database.Role & ResponsibilitiesProject coordination activities with vendors related to delivering the outputs and collecting data needed for the database updateInvestigate and scope requirements for scheduled and ad hoc analytical and reporting needsDevelop and maintain Excel and Power BI reports and dashboards Perform data analysis to identify data integrity issues/trendsEnsure that automated data imports/exports contain appropriate data and run in a timely mannerMaintain documentation for reporting and data integrity standards and related policiesAny other duties that may be assigned from time to time, in line with the role, competencies and skillQualifications & Skills RequiredExperience with Power BI (Power Query/DAX) Familiarity with data management, data analysis and ETL process skills and concepts, including data modeling and transformations.Strong Microsoft Excel backgroundEnglish language working capability (written and verbal).Strong technical documentation skillsAbility to quickly learn new and old technologies to support all needsExcel-based test as a part of the hiring processAttention to detail and accuracyAbility to collaborate effectively and work as part of a teamAbility to communicate effectively with technical peers as well as business clients.Nice To HaveExperience with Excel VBAExperience with any ERP system, PostgreSQLEducation And ExperienceCompletion of post-secondary in a relevant fieldMinimum 2 years in a similar role with Data/reporting/analytics"
665,Senior Data Analyst,Scotiabank,"Toronto, ON",,6 months ago,"Requisition ID: 131117Join a purpose driven winning team, committed to results, in an inclusive and high-performing culture.The Team The Global Fraud Technology team develops and manages innovative products designed to continuously strengthen the bank’s posture against the ever-changing Fraud threat landscape. We are part of the Global Engineering and Operations Functions team and we work in close partnership with our Fraud Business and key Technology Partners throughout Scotiabank to drive implementation of global products that will protect and strengthen the bank. We work with advanced technologies and are looking for key team members that have a passion to learn and deliver.The Role Global Fraud Technology Team is looking for an energetic and results-oriented Data Analyst to join our team to help in continuing to build and enhance our Business Intelligence capabilities.We’re looking to fill our team with influencers, makers, creators and leaders who are flexible, curious, adventurous, versatile and responsive; and who are ready to roll up their sleeves in a collaborative and productive environment to get things done.Some Of The Key Accountabilities IncludeConduct discovery sessions with business teams to understand and capture their processes, formulate alternative to improve productivity using analytics and automation, and define the related key performance indicators Take on assigned data mining, analysis, profiling, and modeling activities and complete them within competing priorities and deadlines Devise design alternatives for ingesting data for analytics, management reports and dashboardsComplete data and access governance assessments for internal and external regulatory and legislative compliance Prepare test plans and test cases and conduct and coordinate quality assurance testing with end-users and obtain business acceptance sign offPrepare defined documentation where required within the framework of the project and solution delivery – including and not limited to requirements, process and data flow diagram, and data mapping Contribute to the story mapping, creating user stories, and furnishing user stories with details were neededWork closely with business stakeholders, product owner, and developers and addressing their ad-hoc data, information, and analysis requests What You Will Bring To SucceedYou are curious and highly motivated to discover new relations in business data, understand and interpret data, tell the story of how it is used in business processes, and how to deliver business value by transforming itYou have 5-7 years extensive knowledge of business intelligence tools and programming languagesYou have 5-7 years experience in working for large projects and have advanced experience with SQL, ETL, data analysis and profiling, data mapping, data modeling, data lakes, and analytics You are excellent in written and spoken English to clearly communicate complex issues and interface with all levels of the organization with easeYou have excellent interpersonal, prioritization, and issues management skills for building strong collaborative relationships with stakeholders and coworkersYou are highly organized, disciplined, and responsive in a fast paced and demanding environmentYou constantly and strongly demonstrate the core values that continuously advance the productivity of high-performing and self-organizing teams: respect, commitment, courage, openness, and focus The Workplace We are technology partners who help the business transform how our employees around the world work We have an inclusive and collaborative working environment that encourages creativity, curiosity, and celebrates success! You'll get to work with and learn from diverse industry leaders, who have hailed from top technology companies around the world We foster an environment of innovation and continuous learningWe care about our people, allowing them to design how they work to deliver amazing results We offer a competitive total rewards package, including a performance bonus, company matching programs (on pension & profit sharing), and generous vacation ScotiabankAs Canada's International Bank, we are a diverse and global team. We speak more than 100 languages with backgrounds from more than 120 countries. We value the unique skills and experiences each individual brings to the Bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. If you require accommodation (including, but not limited to, an accessible interview site, alternate format documents, ASL Interpreter, or Assistive Technology) during the recruitment and selection process, please let our Recruitment team know. If you require technical assistance please click here. Candidates must apply directly online to be considered for this role. We thank all applicants for their interest in a career at Scotiabank; however, only those candidates who are selected for an interview will be contacted.Is this Role not the Exact fit? Sign up to stay in touch; we’ll let you know when we have new positions on the team.Location(s): Canada : Ontario : Toronto"
666,Product Analyst,RBC,"Calgary, AB",,1 week ago,"Come Work with Us!At RBC, our culture is deeply supportive and rich in opportunity and reward. You will help our clients thrive and our communities prosper, empowered by a spirit of shared purpose.Whether you’re helping clients find new opportunities, developing new technology, or providing expert advice to internal partners, you will be doing work that matters in the world, in an environment built on teamwork, service, responsibility, diversity, and integrity.Job TitleProduct AnalystJob DescriptionProduct AnalystWhat is the opportunity?The DNA (Data & Analytics) group is responsible for enabling and implementing RBC’s Data Vision across all platforms. We build data-driven services and platforms aimed to serve our clients better. This opportunity is for a Product Analyst role on the Enterprise Client product. The role is reporting to the Director Product Analysis and Quality and is responsible for execution of all aspects of requirements delivery, elicitation, analysis, documentation, and reporting needs.What will you do?Business analysis including stakeholder analysis to identify impacted groups and facilitate requirements discovery, analysis and review, management of risks, interdependencies, assumptions and constraints for requirementsData analysis into the data warehouse and other data sources to better understand (to uncover) possible join issues, data resolution issues, and missing data prior to serving productionize data to consumersPartner with the Product and Business Architects, and Technology teams to communicate business needs and explore, assess and recommend value-add solution options to support business strategiesCollaborate with Product team and stakeholders to ensure effective delivery of product featuresWork with Product team to provide updates and supporting materials for key meetings, presentations on progress, and support the completion of monthly Business Review Document (BRD) and Privacy/Governance/Risk documentsParticipate in effort estimation at product level (distill requirements so that the tech teams can easily understand)Work with Quality engineering team to support testing to ensure quality of deliverablesSupport execution of Agile processes (Sprint planning, Sprint Retro, Backlog refinement, Sprint Review), and ensure Jira/ Confluence are up to date.What do you need to succeed?Must-have3+ years of experience working in the areas of requirements management and data (Financial Services Industry preferred)Experience in requirements planning and prioritization including stakeholder analysis and effort estimationStrong analytical thinking skills; Strong communication skills- written and verbal; Strong collaboration skillsGood at writing SQL queriesRelevant Undergrad degreeNice-to-haveExperience with data transformation initiativesExperience working in a large corporate environmentFamiliarity with SDLC, platform, software, analytics, business intelligence technology, agile methodologyKnowledge on Hadoop/Hive/Zeppelin/Elastic Search Kibana/HDFS/Ambari/Kafka/Apigee/SparkWhat’s in it for you?We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation, commissions, and stock where applicableLeaders who support your development through coaching and managing opportunitiesWork in a dynamic, collaborative, progressive, and high-performing teamA world-class training program in financial servicesFlexible work/life balance optionsOpportunities to take on progressively greater accountabilities Access to a variety of job opportunities across business and geographiesRBC requires as a condition of employment that all successful candidates in the United States and Canada be fully vaccinated against COVID-19 prior to their start date, and may require proof of the same. Reasonable accommodation is available where required by law.RBC exige, à titre de condition d’emploi, que tous les candidats retenus aux États-Unis ou au Canada soient entièrement vaccinés contre la COVID-19 avant leur date d’entrée en fonction. Il est possible qu’ils aient à présenter une preuve vaccinale. Des mesures raisonnables d’adaptation sont offertes lorsque la loi l’exigeJob SummaryAddress:CALGARY, Alberta, CanadaCity:CAN-AB-CALGARYCountry:CanadaWork hours/week:37.5Employment Type:Full timePlatform:Technology and OperationsJob Type:RegularPay Type:SalariedPosted Date:2022-05-10-07:00Application Deadline:2022-06-06-07:00Inclusion and Equal Opportunity EmploymentAt RBC, we embrace diversity and inclusion for innovation and growth. We are committed to building inclusive teams and an equitable workplace for our employees to bring their true selves to work. We are taking actions to tackle issues of inequity and systemic bias to support our diverse talent, clients and communities.We also strive to provide an accessible candidate experience for our prospective employees with different abilities. Please let us know if you need any accommodations during the recruitment process.Join our Talent CommunityStay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers."
667,Data Scientist,Overbond,"Toronto, ON",On-site,1 month ago,"About UsOverbond is a developer of artificial intelligence (AI)-driven real-time data streams for bond trading automation. Overbond offers the most advanced bond trading data streams and execution management system (EMS) in the market. The Overbond data streams and analytics can be integrated into the systems and workflow of any and every fixed income trading desk in the world.Overbond helps fixed income trading desks overcome the lack of a complete and centralized pricing and transaction data source for the bond markets, execute more client trades, increase the profitably of the trades that are executed, conduct pre-trade and post-trade analyses, monitor prices and risk and prepare reports.The company serves trading desks in the Americas, Europe and Asia. Overbond is headquartered in Toronto and operates a lab in Montreal that engages academics and post-graduate researchers to conduct advanced research and development in quantitative finance and AI modelling.The OpportunityThis exciting new role is available as part of the Overbond product team expansion. The position is a unique opportunity to build creative solutions for complex problems using cutting edge technology. As an expert in data science, you will be in charge of the architecture, integration and analysis of large data sets used for developing machine learning models and generating business insights. We are seeking experienced data scientists who are excited about utilizing latest statistical, machine learning, and predictive analytics techniques to transform unstructured data to creative solutions that will have direct impact on the business of our clients.What You'll DoAWS serverless cloud architecture, Kinesis and Lambda functions logic and developmentCollect, analyze and visualize big datasets using a variety of emerging technologies to help solidify our understanding of users and improve product decision-makingAssist in design, build and maintain an expanding set of robust predictive models and applications to drive forecast accuracyContribute towards data science initiatives to recommend actionable business insights using big data analytics and machine learning techniquesLeverage distributed and open-source computing tools for recommendations, classification, regression, and feature extraction, from logistic regression to matrix factorization, to deep learning neural networksPrepare detailed documentation to specify data sources, models and algorithms used and developedCollaborate with the engineering team to deploy models and algorithms in productionEffectively communicate data insights in a non-technical manner to key stakeholders and senior management team What You'll NeedMasters degree or PhD in relevant disciplines (Mathematics, Computer Science, Statistics or other quantitative related discipline)7 - 10 years of experience in data mining, machine learning and statistical modelingSolid knowledge in regression, time series analysis, tree methods, neural network, samplingProven track record of building and demonstrating business value from predictive models and data productsHighly proficient in building statistical and algorithmic models with complex and large data sets such as supervised statistical learning, times-series analysis, regression analysis, data visualization and deep learningCapability to architect highly scalable distributed systems, using different open source toolsCoding experience in SQL or Python or RExperience with AWS Kinesis, DynamoDB, Lambda, Redshift, Glue, Athena and AirflowFamiliarity with Overbond product suite: Bond Trading Automation, Liquidity Scoring, Bond real-time pricing, Fixed Income ETF basket pricing, Transaction Cost Analysis (TCA), Margin Optimization and Issuance Propensity modelsAn entrepreneurial mindset, likes working in an agile environment, driven to ship frequentlyExcellent communication and interpersonal skills Team-oriented, pragmatic, self-startingLikes to learn and grow with teammates in a highly collaborative and open environmentUnderstanding of, or interest in, finance and investmentsWhat We OfferOpportunity to work on a real product with very demanding paying enterprise clientsLearning and self-development opportunities through online courses and knowledge sharing lecture sessions.Extended health coverage (Dental, Vision, Drug plan and other medical services)Life Insurance and AD&D coverageMonthly team lunches and social events (hosted virtually in light of Covid restrictions)Successful candidate(s) will have a truly exciting opportunity to be part of the industry leading financial technology company changing the way how global investment banks, institutional investors, corporations and governments access the capital markets. The candidate will work with top notch industry professionals and will be given ample amount of opportunities to learn and contribute."
668,Data Scientist,Noibu,"Ottawa, ON",,2 weeks ago,"Noibu is a fast growing eCommerce software company. Our mission is to help eCommerce leaders increase their web sales by offering exceptional web experiences. We help eCommerce teams deliver an outstanding customer experience by helping them detect, manage and resolve critical errors on their online store. We work with pretty cool brands from all over the world such as Guess, Avon, Champion and many more. We like to get things done and have fun while doing it.Noibu is looking for an exceptional Data Scientist to join our growing team as we enter a new phase of expansion. As a key member of our fast growing engineering team, you will help us build product features using computational statistics and Machine Learning. You will also design and build product features leveraging terabytes of data to help our e-commerce clients to detect, prioritize and resolve technical issues on their websites.A bit about us… You will be joining a tight knit team in a fast-paced tech company. We are very close to the product team as we strongly believe that our customers know what we should fix and build next. We don’t believe in ego and operate on idea meritocracy. We also believe that mistakes are opportunities to learn something and that feedback from each other and customers is the best way to improve. We encourage continuous learning and like to share things that we've learned.What you'll be doing:Design and build product features leveraging terabytes of dataTranslate customer problems in resolving bugs to a data problemPropose and implement solutions efficiently with existing data or by building new data pipelinesBuild, evaluate, validate and deploy semi-supervised/unsupervised ML models that are tightly integrated with other micro-servicesBuild metrics and dashboards to complete the feedback loop to monitor our models and algorithmsRegularly communicate the relevance and performance of complex algorithms to non-technical team membersBuild smart algorithms that enable us to automate choosing customer specific settings in our software Minimize manual intervention wherever possible so our teams can be more efficient and scale as we continue to growRegularly give (and receive) direct feedback to build the best productCollaborating with various stakeholders at Noibu (ask questions, brainstorm, discuss our work critically etc.) And above all, you should be having fun while you work!You should have:Experience in working with large amounts of Data (>100GB) and building insights using statistical modelsExperience with Python, SQL, querying and building dashboardsExperience with classical Machine Learning (GLMs, XGBoost, Tree-based Models, SVMs, Ensemble Models, Clustering, Dimensionality reduction, handling imbalanced datasets, semi-supervised learning etc.)Familiarity with ML pipelines using tools like Scikit-learn, PySpark, MLflow etc.Experience with building metrics, model evaluation, and monitoringStrong communication skills, and the ability to communicate ideas to non-technical team membersA meticulous and detail-oriented working styleThe ability to distinguish signal from noiseA team-player mentality, and excellent collaboration skillsStrong multi-tasking skills and desire to work in a fast-paced environmentBonus points if you have:Experience with GCPExperience with end to end OLAP systemDeep learning with PyTorch/TensorflowExperience with Model deployment on the cloudWhat's in it for you?Core to our mission is our people. We strive to give back to our employees as much as they give to us. We believe in compensating our employees well for the amazing work they do. We also like to give back to our team every chance we get.✔️ Top market salaries and employee stock option plan✔️ $1,000 work from home stipend✔️ Unlimited vacation (minimum 3 weeks to infinity), Noibu bonus days, and winter holiday shutdown✔️ Health, Wellness, and Dental benefits from day 1✔️ Accessible team socials✔️ Healthy food and snacks✔️ Uncapped $1,000 employee referral program✔️ Work from home options, including flexible working hours✔️ Endless learning opportunities and growth✔️ The best tech, we work with Apple computers & top industry software✔️ We pay for your parking @ our Lansdowne office whenever you come in✔️ Be part of something that will impact billions of shoppers, our team is small and you will play a LARGE role in our journey!https://youtu.be/NNW-ikECmd0 - Learn more about Noibu!Is your experience close to what we’ve described but maybe you feel you’re missing a few of the requirements? We encourage you to apply anyway. We look for people with exceptional potential, and we know this can take many forms. We believe the highest performing teams include people with diverse backgrounds, perspectives, and life experiences.At Noibu, we are committed to building and fostering an environment where our employees feel included, valued, supported, and heard. We strongly encourage applications from Indigenous people, racialized people, people with disabilities, people from gender and sexually diverse communities and/or people with intersectional identities. If you require any accommodations, please notify us and we will ensure you can participate fully and equally during the recruitment and selection process.In your application, please feel free to note which pronouns you use (For example - she/her/hers, he/him/his, they/them/theirs, etc)."
669,Analyste de données,Université de Montréal,"Montreal, QC",Hybrid,1 week ago,"Analyste de donnéesService de l’admission et du recrutement (SAR)Soutenue par une équipe diversifiée composée de spécialistes en communication, en gestion d’activités, en évaluation, en gestion de données et de systèmes, le SAR accompagne autant les candidats que les facultés dans leurs démarches de recrutement et d’admission.Les raisons pour lesquelles cet emploi est fait pour vousVous êtes passionné par l’analyse de données et la gestion de projets ;Vous êtes une ou un analyste d’expérience qui a les deux côtés de son cerveau en feu – les compétences d’un grand penseur avec une gestion marquée pour les détails;Vous possédez d'excellentes compétences en visualisation de données pour nous soutenir dans nos décisions stratégiques;Votre autonomie, votre sens de l’analyse et votre leadership vous distinguent ;Vous aimez travailler en équipe et possédez de fortes habiletés communicationnelles.Vos principaux défis au quotidienAgir en tant qu’évangéliste des données afin de visualiser les réalités des candidats afin de soutenir les décisions et les stratégies du SAR et facultés en matière d’admission et recrutementAnalyser les tendances des candidats, les marchés cibles (Québec, Canada, International) et les données de la concurrence afin de révéler de nouvelles perspectives de développement ou d’amélioration continueRéaliser des analyses variées à partir des sources des données internes et externes (ex. Bureau de la coopération interuniversitaires BCI, ministères, etc.) pour soutenir les décisions de l'admission (gestion du traitement des dossiers), le recrutement, le service de la clientèle, les facultés et le vice-rectorat aux études (analyses admission UdeM vs les autres universités québécoises)Préparer, partager et présenter les résultats d’analyse de manière articulée et agile afin de simplifier les concepts complexes pour les différentes équipes du SAR et UdeM en matière d’admission et recrutement.Participer à des comités divers et aux projets spéciaux en lien avec l’admission et le recrutementMise en place, gestion et maintien des outils d’analytique et bases de données pertinentes pour soutenir les décisions des équipes d’admission et recrutement (ex. : Oracle Business Intelligence / EPM, CMS Typo3, Google Analytics, Help Scout, Cisco Intelligence, Google Analytics)Collaborer à la conception et à la maintenance de tableaux de bord analytiques à l’aide d’outils de visualisation de données (Power BI).Ce qu’il vous faut pour réussir dans ce rôleBaccalauréat en économie, marketing, statistiques ou autre discipline pertinente.3 ans et plus d'expériences en gestion de données et l’analyse de données.Bilingue (écrit/parlé) français, anglais.Connaissance et pratique avancées d'Excel et maitrise de PowerPoint.Google Analytics et Data storytelling et visualisation.Connaissance de Power BI, Tableau, Data Studio, Programmation SQL de base (un atout)Notre promesse employeurUn salaire compris entre 59 987 $ et 85 567 $ en fonction de votre expérienceDes perspectives de carrière diversifiées et intéressantesDavantage d’information sur ce posteDate butoir pour soumettre votre candidature : 03 juin 2022, fin de journéeTravail en mode hybride.Nous avons réussi à piquer votre curiosité ?"
670,Senior Analyst (Application Developer)- EN,TD,"Toronto, ON",Hybrid,3 weeks ago,"TD DescriptionTell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are a trusted North American leader that cares about people and inspires them to grow and move forward.Stay current and competitive. Carve out a career for yourself. Grow with us. Here's our story: jobs.td.comDepartment OverviewThe Systems group within Capital Market Risk Management (CMRM) is responsible for providing automated solution to our business partners within CMRM to help them streamline their Credit Monitoring and Regulatory Reporting processes and improve daily efficiencies. Through strategic, tactical and risk-oriented teams of professionals, CMRM delivers the highest quality service and expertise to its stakeholders.Job DescriptionThe Sr Analyst is part of a group of in-house Project and Technology professionals that works closely with other parts of CMRM, Technology, Project Management Office, Credit Policy and Credit Management to assist the team to manage Credit Risk efficiently. The role includes systems, projects and day to day accountabilitiesSystems: You will be responsible for development, implementation, support and improvement of many of the MS Access and Python applications used in Capital Market Risk Management group.Day-To-Day: You will support day to day business and technology needs of CMRM including operational and technical trouble shooting and timely resolution of issues.Projects: You will be responsible for the analysis, testing and documenting credit risk monitoring solutionsHow You Will ContributeProvide day to day support of existing MS Access and Python based risk monitoring EUCsProvide maintenance and improvement of existing processes and EUCs. Drive efficiency through reliable and effective automated solutions.Represent CMRM on Working Committees for strategic business and technology initiatives.Development of reports and risk monitoring databases in MS Access and Python.Test planning, execution and documentation.Resolution of issues through the application of strong analytical and problem-solving skills.Provide ad-hoc data mining and risk reporting when requiredHelp to identify system issues, model issues and other operational issuesWork with other Technology groups to ensure all data feeds are received on time and in the right formatWork with other Technology groups to create new data feeds for the development of new applicationsWork with the Strategic Project team and other stakeholder groups for project accountabilities.Assist in selecting candidate of the analystAct as mentor to other analystsServe as the backup to the managerJob RequirementsA university degree in the following areas: Financial Engineering, Computer Science, FinanceMust have advanced knowledge in MS Access or PythonWorking knowledge of programming language like SQL Server, Java, SAP or MS SharePoint will be an asset3+ years experience in System Development with MS Access or Python is required/mandatory.Experience as a Business/Systems Specialist on Projects in Capital Markets.Sound knowledge of Capital Market products including interest rate derivatives, FX, equity derivatives, credit derivatives, commodity derivatives, Repos/Reverse Repos, Equity Borrowing/Lending.Self-motivated, well organized and positive attitude. Proven track record in building good rapport, trust and teamwork.Ability to prioritize multiple tasks and deliver results in a fast-paced and high-pressure environmentAbility to trouble-shoot with minimal supervision and work in a team environment to meet deadlinesExcellent analytical, logical reasoning, and written and oral communication skills.InclusivenessAt TD, we are committed to fostering an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of our customers and communities in which we live and serve. If you require an accommodation for the recruitment/interview process (including alternate formats of materials, or accessible meeting rooms or other accommodation), please let us know and we will work with you to meet your needs."
671,ERP Business Analyst,Dice,"Orillia, ON",On-site,16 hours ago,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Washington Frank, is seeking the following. Apply via Dice today!Job DescriptionThe ERP Business Analyst works closely with users and managers to gather system requirements, document specifications and requirements, communicate to business teams, management and vendors. Responsible for systems and functional process documentation, application QA testing, user training, and primary support for ERP and MES applications to production departments.Role & ResponsibilitiesDocument business processes and workflows to develop a comprehensive requirements document for procurement and implementation of new ERP & MES platformDevelopment of ROI and business cases for ERP and MES solutionsConfiguration and testing of new ERP and MES deploymentSkills & QualificationsCollege diploma or university degree in information technology, computer science, computer engineering3 years experience implementation and support of ERP systems in manufacturingDetailed knowledge of manufacturing processes; Bill of Material (BOM), Routings and production schedulingStrong technical knowledge of databases and reporting applications; MS SQL Server, Oracle, SQL, MS SSRS etc.Please APPLY NOW or contact me at to schedule a confidential discussion and receive some more information! provided by Dice"
672,Geophysical Data Analyst,Nanometrics Inc,"Ottawa, ON",,1 month ago,"Working TitleGeophysical Data AnalystReports ToScience and Development Team Lead, Data ServicesBased InOttawa, ONTermFull-timeAbout UsDespite everything we know, the earth still has its mysteries. Beneath the surface, it is ever-changing and there is still much to understand. At Nanometrics, we develop industry leading instrumentation and services used to measure and record the very precise movements of the earth. Our innovative products and services are deployed in the most remote locations on the earth - from the bottom of the ocean to the peak of the Matterhorn - to study man-made and natural seismicity. As a member of the Nanometrics team, you will have the opportunity to work collaboratively with all areas of the business to expand the boundaries of seismic research and explore the unknown/discover the inner workings of our planet.About YouYou have exceptional communications skills and are goal oriented with a focus on results for the customer. You pride yourself on being a team player with a high level of ethics and integrity. You always have a keen attention to detail. You want to branch into the Oil & Gas or related industry and are looking to gain experience with real-time local or regional seismic network data acquisition, management and analysis.The TeamWe are a Data Analysis Team working collaboratively with the Science, Operations and Sales teams. We are a high functioning team of passionate analysts that provide 24/7 state-of-the-art monitoring solutions to customers around the globe - striving to make our clients’ lives better.The Role Daily review of automatically-detected seismic events for real-time seismic monitoring systems  Manually review and process large datasets from temporary seismic network deployments  Configure analysis tools with appropriate parameters for effective manual review  Perform quality control (QC) of event catalog to point out anomalies and insights  Generate reports on seismic activity and deliver to customers  Perform seismic station noise analysis and review  Answer customer client inquiries and requests  Updating customer portals with GIS map layers  Provide feedback on Nanometrics data analysis tools and processes to drive bug fixes, design changes and usability improvements  Archive and organize seismic catalogs What You Bring Post-secondary degree in sciences or equivalent required  Strong computer skills  Experience with large data sets is required  Be able to and willing to support Network Operation Centre’s 24/7 on call service Assets GIS knowledge  Seismicity knowledge or experience  Geophysics knowledge or experience  Prior experience with geophysical data acquisition, management and analysis  Prior experience with programming and/or scripting languages Why You’ll Love Us You will be joining an amazing team of energetic and dedicated professionals in a dynamic, collaborative and progressive atmosphere  Competitive total compensation package including Benefits, RRSP, and Bonus opportunities  The chance to make positive and impactful contributions in your work  Nanometrics supports and encourages learning opportunities and provides access to LinkedIn Learning and several other Professional Development opportunities Nanometrics is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
673,Operations Intelligence Data Analyst Sr,The Mosaic Company,"Regina, SK",,1 week ago,"The Mosaic CompanyWorking at Mosaic has never been more exciting. We are implementing and using new technologies to manage risk, minimize impacts and maximize the value we deliver to our team, customers, and diverse stakeholders around the globe. “NextGEN” is the term we use to describe the technology-driven change focused on Integrated Operations Centers, Modeling and Analytics, Automation and Process Controls, and Process Digitization. We know there are bright, passionate people, ready to join us as we revolutionize our operations to drive long-term efficiencies, competitiveness, and value.Additionally, we understand the challenges of the post-pandemic environment and Mosaic’s passion and commitment to the well-being of our employees has always been a top priority. Many of our roles require employees to be fully onsite given the nature of the work. For most office-based positions, Mosaic now offers a hybrid work schedule (M, T, R Onsite & W, F Remote). This solution provides flexibility yet recognizes the importance of collaboration in achieving Mosaic’s “NextGEN” initiatives.Are you our next Senior Operations Intelligence Data Analyst?Operational Intelligence is the collection of business analytics systems designed to aid decision-making in real time. As the Operational Intelligence Data Analyst Sr., you will work closely with operations groups to gather and utilized various data feeds which represent ongoing business operations as well as measurement of key performance indicators with a bottom-up approach in data collection, with a top down strategic focus. As a key member of Mosaic’s Operational Intelligence team, you will work with operations units to identify critical business data and enhance the data analytics that allow for data focused decision making with early detection of opportunities and / or risk.What will you do? Analyze and/or adapt existing data sources for new and changing business requirements, initiatives, and processes. Effectively utilize critical data sources for analytics and reporting purposes.Identify data analytics requirement with business stakeholders. Challenge the business and provide a forward-thinking approach to data analytics to drive valueTranslate business requirements to technical specifications with Data Owners as well as IT.Build and train business staff on analytics tools / analytics required to automate manual work and make data-driven insights available throughout the organization.Deployment of data driven business analytics solutions, representing business stakeholder requirements and critical key performance indicators.Develop and execute structured and unstructured data queries,Work independently as the senior data analyst / expert while training and providing support to others within operations. Train Citizen Developers in the creation of data analytics visualizations and reports for requested projectsFacilitate / conduct risk / change assessments with the Business Owner and IT in the maintenance and ingestion of critical data sets.Our Ideal Candidate Will Have The FollowingBachelor’s Degree in Computer Science, Mathematics, Data Science, Informatics, Data Analytics, Engineering, or a related field.5+ years’ experience implementing advanced visualizations for a wide variety of business audiences-executives, operational managers and customer facing teams.Knowledge of broad scope of architecture, technology, tools, processes and procedures, as well as broader organization issues and technology.Experience working with SQL Server recent versions (2019, 2016).5 years of proven expertise in advanced data analytics and data sourcing.Experience with data lakes, data warehouse, Azure, Microsoft suite, PowerBI. Power Apps and SQL Server.Bonus If You Have The FollowingBachelor’s Degree in Computer Science or Data Analytics.Microsoft Certified: Data Analyst Associate with PowerBI.8 years of proven expertise in advanced data analytics utilizing PowerBI, Power Apps as well as PI Vision.Proficient experience in querying and reporting from relational databases, Azure data lake and PI.Experience with SAP, Python and OT. Mosaic is an Equal Opportunity Employer that values the strength diversity brings to the workplace and strives to achieve a representative workforce in Canada.We Help the World Grow the Food it Needs - Apply today and join our team!FishHawk, Florida (Non-Union)Mosaic’s FishHawk Location in Lithia, Florida is the Operational Headquarters of The Mosaic Company (NYSE: MOS). The employees at FishHawk provide Business Support Services to our North America Operations in the United States and Canada and support our Global Customer base in countries around the world. The FishHawk site is home to our North America Shared Services (NASS) and our Integrated Operations Center (IOC). The innovative NextGen technology of the IOC accesses information from various operational systems and site locations remotely, allowing employees to make real-time, data-driven decisions about operations from a centralized location.Regina, Canada (Non-Union)Mosaic's Human Resources office is located on the 17th floor of Hill Center III and serves as the headquarters for our Potash business unit. This location houses a variety of functions, including accounting, administrative, customer service, engineering, public affairs, procurement and human resources."
